Id,Label,timeset,hash,member,stakes,weighted degree,modularity_class,pageranks
222,222,,0x8a9bcdc68d19e111663d6c986caf1da1eda1c304,1,0,0,212,0.001301
223,223,,0x8ab0fe3d61e372a0caa2b2acf6d1ffdefd1c645a,1,0,0,213,0.001301
224,224,,0x8adb56b4bdeea07e7ecc11a07c283d940237d4d5,1,0,0,214,0.001301
225,225,,0x8bce57b7b84218397ffb6cefae99f4792ee8161d,1,0,0,215,0.001301
226,226,,0x8c14fff372813ca9ccfab0c7de806a3feda1b3d8,1,0,0,216,0.001301
227,227,,0x8db6b632d743aef641146dc943acb64957155388,1,0,0,217,0.001301
228,228,,0x8fae2df5b0c5bbb7fc31dddec9bf045c55642bd0,1,0,0,218,0.001301
229,229,,0x901e9ffe28c136759399025ef9d2da2ca9089bd2,1,0,0,219,0.001301
230,230,,0x902d39a1866d0fa9a1ed0d6e6538338c4ed6ebf3,1,0,0,220,0.001301
231,231,,0x905185374ac57203dd7a5ceeb6c0ca8e17fb86b1,1,0,0,221,0.001301
232,232,,0x91323447dd945d0efebd0eb4d9dad7c8478a40bd,1,0,0,222,0.001301
233,233,,0x91628ddc3a6ff9b48a2f34fc315d243eb07a9501,1,19,10,252,0.006541
234,234,,0x916ef7316423b84c3fec35d8914af1e0a17c56b8,1,0,0,223,0.001301
235,235,,0x920afee8d725767065be7de1e02722bba4b47ca9,1,0,0,224,0.001301
236,236,,0x92357e8fa53908baa5d8606b016b15ee89a0b885,1,0,0,225,0.001301
237,237,,0x93d29542401c00f1431fd1c80b634697e5645c59,1,2,2,386,0.004109
238,238,,0x952d13d6f71b4a1399bbac77f07e4ca1ba48d22e,1,0,0,226,0.001301
239,239,,0x9563c6f3948d9287c3b3d1313d4996aab5edefc9,1,0,0,227,0.001301
240,240,,0x9570095e876e44cb6bd958d93944a2581d44aedc,1,0,0,228,0.001301
241,241,,0x957d35d13687582773fc0cf11211de159ca649f2,1,0,0,229,0.001301
242,242,,0x9671a3fbbfb13d68e5770afed424f8915ea0ada3,1,0,0,230,0.001301
243,243,,0x978aad63fe35f7a72573c411c3dff53608aaeac9,1,0,0,231,0.001301
244,244,,0x97d89390a4b486da774953ea0799bbd30eba30aa,1,0,0,232,0.001301
245,245,,0x9885a84930e3c8c865a1d3debdc204f990bab7c3,1,0,0,233,0.001301
246,246,,0x9954154fb679105b06f16acad24c2fc159c4248e,1,0,0,234,0.001301
247,247,,0x9a94ac82b17e67f7dff81912de68eb74ca20e6c3,1,0,0,235,0.001301
248,248,,0x9ad6bb93353dbab28f37e3d0b3c57acd4b445961,1,2,2,387,0.008651
249,249,,0x9c5083dd4838e120dbeac44c052179692aa5dac5,1,0,0,236,0.001301
250,250,,0x9dc79d62078efeb55be4d9c69c3ce34048678bdb,1,0,0,237,0.001301
251,251,,0xa106654759dc3b9f980114ae47837a9fba147166,1,0,0,238,0.001301
252,252,,0xa15ca74e65bf72730811abf95163e89ad9b9dff6,1,6,5,175,0.004892
253,253,,0xa343618637bcecb12a723c9007360c305b0507c2,1,0,0,239,0.001301
254,254,,0xa3f3fa8139a474067ed3f755f319a5cb8c5bcd1f,1,0,0,240,0.001301
255,255,,0xa41286ed588185ab56199deb1b40f6751041e924,1,0,0,241,0.001301
256,256,,0xa415561b5dd781b575a95b6d0d5d024703606e24,1,0,0,242,0.001301
257,257,,0xa493f3adf76560092088a61e9e314a08d0b1b2b8,1,6,3,252,0.001994
258,258,,0xa5a29f81eee450ec189b2f8b4562af1785595d69,1,0,0,243,0.001301
259,259,,0xa67b89210b01ee079eda08e8838a1c20ca90e3e5,1,0,0,244,0.001301
260,260,,0xa6cd28ef39015f7f9b162a6e08a6168c9ebfdd66,1,0,0,245,0.001301
261,261,,0xa7bd09daab3eb5ec96f04914d94c47681489d604,1,0,0,246,0.001301
262,262,,0xa824dc3ae402dfd6a5de71c6fc30ff9e00411209,1,0,0,247,0.001301
263,263,,0xa932e2c7d88497fdee9d87e5a450bae3874ff1a1,1,4,0,248,0.001301
264,264,,0xa98bb5cedc8ad73583f0783e48a8522d55c666e3,1,0,0,249,0.001301
265,265,,0xaae1ddb3aa7f6af2a9f56c20a618363a0f1e1f01,1,0,0,250,0.001301
266,266,,0xab59f359d7b063e99cd6376e432ae3bc70e40c7b,1,0,0,251,0.001301
267,267,,0xabd238fa6b6042438fbd22e7d398199080b4224c,1,75,35,252,0.022032
268,268,,0xac201cab893873a2ae2c519f65d80acb87ea8dbe,1,0,0,253,0.001301
269,269,,0xac4361f56c82ed59d533d45129f407015d84702a,1,0,0,254,0.001301
270,270,,0xad2c2a8800ee32fa966c3b16061a6bdfa47cf259,1,0,0,255,0.001301
271,271,,0xaea94ced5eca3d76e4ddd1d7cfa5e0735dc23ae4,1,0,0,256,0.001301
272,272,,0xaecaea22cd213f0df786af9f8b7d2f651af84d3c,1,0,0,257,0.001301
273,273,,0xb0e83c2d71a991017e0116d58c5765abc57384af,1,76,90,175,0.051503
274,274,,0xb16ecbb050ee31e3f034c5a5a02d6e2bb272987a,1,0,0,258,0.001301
275,275,,0xb1f545d2f4d6681d1a980ed3eee4c3d389b6b27a,1,0,0,259,0.001301
276,276,,0xb21718a95d88eea6e955b7440b7228bc2168f4de,1,0,0,260,0.001301
277,277,,0xb263e97547b3bedc9aa3214c0bc49c5985df26d2,1,0,0,261,0.001301
278,278,,0xb2e02d4a5b14d1c75629454a59d1eed847fe8c46,1,0,0,262,0.001301
279,279,,0xb33b9fba681653fe263b31a95766d83d18c2128d,1,30,24,382,0.016121
280,280,,0xb4c757a71d084df8f9f393cc47639701f595fd87,1,0,0,263,0.001301
281,281,,0xb514b734951e8fea74990035f3534a1ad75e53a5,1,0,0,264,0.001301
282,282,,0xb5806a701c2ae0366e15bde9be140e82190fa3d6,1,0,0,265,0.001301
283,283,,0xb5cd39eee09b930e4a6c191bc6433201e2fca183,1,0,0,266,0.001301
284,284,,0xb6317af995693789900f85b2d93d1dd0f5deb558,1,0,0,267,0.001301
285,285,,0xb64850fe701fb64667b6cc762aa2c12f2e02193c,1,0,0,268,0.001301
286,286,,0xb7399140154e2299edf131f5a1b9d1835c656293,1,0,0,269,0.001301
287,287,,0xb80d3fdbb26f6012c2c63663102e57d0e529031a,1,0,0,270,0.001301
288,288,,0xb81e88279f3208001aeda20689d3e5d818758dbf,1,0,0,271,0.001301
289,289,,0xb9c4d61f1b4ff774c7f79f0cc34ad6a62f6156ec,1,0,0,272,0.001301
290,290,,0xba45e649762cc8962636da79cd03b61954ebd59d,1,0,0,273,0.001301
291,291,,0xbab7cc5708b53eb9c07505b66ca62c8ad6ef9e7e,1,0,0,274,0.001301
292,292,,0xbad487baa8e349272d0f3bf1578870f2647072f3,1,0,0,275,0.001301
293,293,,0xbb47f793f0e843e4d68dac96952dccc064f50304,1,0,0,276,0.001301
294,294,,0xbbba7fce7917e8316e6bd00e9b1fa2ebe0faf12f,1,0,0,277,0.001301
295,295,,0xbd12aa424c207e90b66402c1f0aec357e8b1ded7,1,0,0,278,0.001301
296,296,,0xbd7acdba6383f3187c0d7dbd046af0834f06e92e,1,0,0,279,0.001301
297,297,,0xbdf6e91249c335ddf3f656c465326a69c13e1eb0,1,0,0,280,0.001301
298,298,,0xbe1a98d3452f6da6e0984589e545d4fc25af7526,1,0,0,281,0.001301
299,299,,0xbf15bd159ae5b410c4b7d4ae0230fb81f2f21cf1,1,0,0,282,0.001301
300,300,,0xbf5cbde7fdf0b5fa09ce61e50ad46632a09312e9,1,0,0,283,0.001301
301,301,,0xc0ae6010b9d54230decee0ac15c9cd218cceb440,1,0,0,284,0.001301
302,302,,0xc0dd8396262dc021a54e19458dfd905e6c69737d,1,0,0,285,0.001301
303,303,,0xc16c8702a1d50a92669ed0f970d6e1f7dae74c44,1,0,0,286,0.001301
304,304,,0xc35a5fec6be6957899e15559be252db882220b37,1,0,0,287,0.001301
305,305,,0xc437c44b01bb6b89b72fd065b652de5d70375d1d,1,0,0,288,0.001301
306,306,,0xc4521828d9035cab7832408b40cd4493d4a02baa,1,0,0,289,0.001301
307,307,,0xc4a69fbf4511a1377161834cb7a3b8766953db02,1,0,0,290,0.001301
308,308,,0xc4d9d1a93068d311ab18e988244123430eb4f1cd,1,6,5,386,0.005955
309,309,,0xc4eaf72bc568d82bd82e7a1c1c0d0fc536984dc7,1,0,0,291,0.001301
310,310,,0xc568b00c08e14786a53b85fe5890ef4a63c0cfee,1,0,0,292,0.001301
311,311,,0xc5863148cfa940422f50e1576e3825bf5bd1884d,1,0,0,293,0.001301
312,312,,0xc59d941d3493fe196f048fca96c2503d4c365391,1,0,0,294,0.001301
313,313,,0xc66ad11962cd7f4e3a8344a2f2a9d8036b4a2029,1,0,0,295,0.001301
314,314,,0xc6b0a4c5ba85d082ecd4fb05fbf63eb92ac1083a,1,0,0,296,0.001301
315,315,,0xc703839c822844b2b1e0cdcb7d5cb738068651b9,1,0,0,297,0.001301
316,316,,0xc7068cb954c8620d0bac32adddf57d7b2bd17300,1,0,0,298,0.001301
317,317,,0xc95a94f416f801eb4a8f8595992dc443094578b4,1,0,0,299,0.001301
318,318,,0xcae687969d3a6c4649d114b1c768d5b1deae547b,1,0,0,300,0.001301
319,319,,0xcbe01d855ebc3c06383c3752dce518625d695b4c,1,0,0,301,0.001301
320,320,,0xcdda4d2e1059fae930b80bdc4088b70416efdd89,1,0,0,302,0.001301
321,321,,0xce613d7889ed5af2f091590ec20d4bde6607ee87,1,0,0,303,0.001301
322,322,,0xceb45b649321b55438d03384068164902e14ae6c,1,0,0,304,0.001301
323,323,,0xceb5e5506a2924d0fec82ae60b3726360c1d9759,1,0,0,305,0.001301
324,324,,0xced2d002d5c2e5a3ef2c3aae00c671a1d2b225a6,1,0,0,306,0.001301
325,325,,0xcf5bf8ba56ff1b212859f88935d3336632ca286e,1,0,0,307,0.001301
326,326,,0xcf88fa6ee6d111b04be9b06ef6fad6bd6691b88c,1,0,0,308,0.001301
327,327,,0xcfcefd7d303230361faa3e8dacaccb206e137550,1,0,0,309,0.001301
328,328,,0xd03614c920a0c334b842320999398e1387791bf8,1,0,0,310,0.001301
329,329,,0xd13c86b5d8371456875305505a99ddee3686a2aa,1,0,0,311,0.001301
330,330,,0xd1a0931de7a002d0d47117404bcbb3443fafb618,1,0,0,312,0.001301
331,331,,0xd1b06286f759cd9e1c140c6311ff8f2816167e65,1,0,0,313,0.001301
332,332,,0xd1e19c472bf71fcb1016705d2d4cda041bbf0a06,1,0,0,314,0.001301
333,333,,0xd1edec711d5ea0b4b064b678ff4a13b2c2a5ce8b,1,0,0,315,0.001301
334,334,,0xd21fdd0b3c51365e024b38dee505c09d8856b2ad,1,0,0,316,0.001301
335,335,,0xd259f95031df1d1ce614e62a21e7b51e5a666779,1,0,0,317,0.001301
336,336,,0xd3e9d60e4e4de615124d5239219f32946d10151d,1,0,0,318,0.001301
337,337,,0xd5bb449ebd48276d1b5cbd2ccf1b0fb453059d28,1,0,0,319,0.001301
338,338,,0xd5e2164f83103059ab159eb0c79db6d07af492a9,1,0,0,320,0.001301
339,339,,0xd65478656497b3388c2c930de3bc48ac0688039d,1,0,0,321,0.001301
340,340,,0xd67dfceab6587e655322b804547b9b450b2f78ac,1,0,0,322,0.001301
341,341,,0xd714dd60e22bbb1cbafd0e40de5cfa7bbdd3f3c8,1,0,0,323,0.001301
342,342,,0xd89b6d5228672ec03ab5929d625e373b4f1f25f3,1,0,0,324,0.001301
343,343,,0xd9c1b92f94e2c39032ee7db7f1f7603d51ae7b4b,1,0,0,325,0.001301
344,344,,0xdab253e34810b4c65b7575ac1919a08ffee5740c,1,0,0,326,0.001301
345,345,,0xdb836226ddd4458a3c9075edb7c826aa0d2cba4b,1,0,0,327,0.001301
346,346,,0xdc5bbe6b5f4f0abe6be0b1d57a1d45c333a26b80,1,0,0,328,0.001301
347,347,,0xdc71e82e1150263ad3a9b184249eeea36f4b3a80,1,0,0,329,0.001301
348,348,,0xdd4a7cc4092515c130667c1bfd53be0de91062c5,1,0,0,330,0.001301
349,349,,0xde7e3ec4442ba87247797bea433985449edea893,1,0,0,331,0.001301
350,350,,0xdf0259238271427c469abc18a2cb3047d5c12466,1,0,0,332,0.001301
351,351,,0xdf9b0d723776972c5cae27fdb4f3ea827a5cf283,1,0,0,333,0.001301
352,352,,0xe0aee0165ed460690752cfa1c7dbd8ebdfae4929,1,0,0,334,0.001301
353,353,,0xe1163ec5301034b3eafe6aaa0061602e90c3ae68,1,0,0,335,0.001301
354,354,,0xe13ccb8c29e1a921cbd70e1dd5cfe802f9f9d415,1,0,0,336,0.001301
355,355,,0xe1a92a2fab8a3350c01c01af58aaab44eac29cf8,1,0,0,337,0.001301
356,356,,0xe1df489f8d0ecb16c6e1a8fb0727ec2d4b8489ba,1,0,0,338,0.001301
357,357,,0xe29a27962e16eb0a3c7826ebb960bbe1e95f535e,1,0,0,339,0.001301
358,358,,0xe2f35b376461e7fdd2f2e45248e4c3cd9626a933,1,0,0,340,0.001301
359,359,,0xe3286f29f8696f75d3bc082eaf94c75c13dfbe46,1,0,0,341,0.001301
360,360,,0xe3ae0df65fea636eee1f5f29248fed052bef2bb2,1,0,0,342,0.001301
361,361,,0xe3e0ebdb3cafbd09b6efa4bcf394a51b21f198ca,1,1,2,382,0.002475
362,362,,0xe4c9b2ecb2a419de9a8a8c93de41b57dfc16c4cb,1,0,0,343,0.001301
363,363,,0xe73a25b58bf440d8ad53eb773f412a4e89e22719,1,0,0,344,0.001301
364,364,,0xe7b81ae742fdc4cac5f6280aa91bc28d6df34a89,1,0,0,345,0.001301
365,365,,0xe7c551e635307ab3ab109f16bbfcae6a892d9b4d,1,0,0,346,0.001301
366,366,,0xe7c6459fb1b5c02cc454e48291d716799fe01aa2,1,0,0,347,0.001301
367,367,,0xe8332043e54a2470e148f0c1ac0af188d9d46524,1,0,0,348,0.001301
368,368,,0xe858a4bf603995a9156edbd25ff06269d997839e,1,5,7,175,0.00647
369,369,,0xe8c3a3f1eb0a4f845ae1f2115d18db37ab55f51f,1,0,0,349,0.001301
370,370,,0xea6081a8a8d81b6f057b1868b9930f6f57b30e80,1,0,0,350,0.001301
371,371,,0xeaa9f91064e7b9ae4f3b8e4961eab9556f24c8ad,1,0,0,351,0.001301
372,372,,0xebeca0e9cdc873d51a2c232449b110b99525323f,1,0,0,352,0.001301
373,373,,0xec50ad7052bd1bb900ff0c31338d306344d1999e,1,0,0,353,0.001301
374,374,,0xecbbc62189b18902e9abe7236edfa7964f7e3381,1,0,0,354,0.001301
375,375,,0xed0d55bc05e1b8ce1f2bbd825e91b75e38210f07,1,0,0,355,0.001301
376,376,,0xed6fa573b2ddb34f6a9a6941b53f7833bf283b02,1,0,0,356,0.001301
377,377,,0xedf4a91ebec2270c12991704ab010ecb93565b2d,1,1,2,175,0.002602
378,378,,0xeea95edfc25f15c0c44d4081bbd85026ba298dc6,1,0,0,357,0.001301
379,379,,0xeefec5734f649fd1a356894319d3d7393b6b0f8b,1,0,0,358,0.001301
380,380,,0xefa21088f3830cd7d9f526ea268f7aaba34f785f,1,0,0,359,0.001301
381,381,,0xf09ce8a24c6db0e0c2c2edd6fe60097b172f8141,1,0,0,360,0.001301
382,382,,0xf0b253affde4d348a63e2a5971c3978342c28461,1,0,0,361,0.001301
383,383,,0xf0b2c8400e694672adbb9d64ba1d2b02b0aeb273,1,0,0,362,0.001301
384,384,,0xf0c7ef0861d4f55368cbb7724ef61aec198a8efc,1,1,0,363,0.001301
385,385,,0xf16294a979a027f297dace2f618cb57bc4bf5d16,1,0,0,364,0.001301
386,386,,0xf20f6453f556cbfadb1ea16c84593056c6bff635,1,0,0,365,0.001301
387,387,,0xf2a997f56373bc99fa6829098c78f10088255e77,1,1,1,382,0.001954
388,388,,0xf36700ff798394c4a58fe861a4661f5489d90735,1,0,0,366,0.001301
389,389,,0xf50a3cfd68a00009623e1767eb696c4cc9347a7d,1,1,1,382,0.001954
390,390,,0xf565a03815158ede5816da2307342d09531c6661,1,0,0,367,0.001301
391,391,,0xf70be025b4739c028aa792a997e9eb80e8b24f0e,1,0,0,368,0.001301
392,392,,0xf844989ab675cb7da9f2eaa3d274dfe66c9502ce,1,0,0,369,0.001301
393,393,,0xfa9692665c4273c6c7ed8ca898054f039496609e,1,0,0,370,0.001301
394,394,,0xfaae15c9a1f28febd3853265b2de4e0c09eef8a9,1,0,0,371,0.001301
395,395,,0xfad1611565ac495c927000623f0d04c84e1091e6,1,0,0,372,0.001301
396,396,,0xfafcb9f78bed5533692364b4713ed339aa1e52ca,1,0,0,373,0.001301
397,397,,0xfbaa4b78cb2f8d138b30cd4197eaa4e98485b3aa,1,0,0,374,0.001301
398,398,,0xfc62230c5b4c00430ffa8c0a1953958707f4e90d,1,0,0,375,0.001301
399,399,,0xfcd81c0d8fcdba864cc558c17af8ef83d05bdf45,1,0,0,376,0.001301
400,400,,0xfd0f138c1ca4741ad6d4deccb352eb5c1e29d351,1,0,0,377,0.001301
401,401,,0xfd80a1a73b3b99ef08796f2f93f160eead48e653,1,0,0,378,0.001301
402,402,,0xff245c309c32ca3fcb1f40bc18113c7ed62ed95e,1,0,0,379,0.001301
403,403,,0xa0ef3d1ced8d9b5470a2b8c8764e58fad5d36db6,0,1,3,388,0.005612
404,404,,0x0c9464826b55f78631b58e06afd91165c64b88d0,0,2,4,382,0.002606
405,405,,0x7e19563299ed66d0b108c50a0e44232b8b41b9b6,0,1,0,380,0.001301
406,406,,0xc1b213e5740f35da03401f0f08f39399940d9e23,0,1,1,382,0.001954
407,407,,0xd87eb1b4c26d4509aca8c099c1eb9e513d053f63,0,1,1,175,0.002687
408,408,,0xb9b237e7d96c6135e3df3ca4804945a8e56ff46c,0,5,5,382,0.004223
409,409,,0x3bd59ed16c462b4464091830dab828dce079076f,0,1,1,252,0.001945
410,410,,0xcd4a73e423859d53ba25ac51b4058656984aa7e4,0,1,1,252,0.001994
411,411,,0x6de3a8b94f89bac11099139979f61567ed33687a,0,4,0,381,0.001301
412,412,,0x583acc79585d3cb195ea8125f6f80ad459b46313,0,120,40,252,0.025784
413,413,,0xb435871b0959561226b4d903b1abf79528177e81,0,137,87,382,0.05455
414,414,,0x0613e2c0e58e811e358c0e26b51842eeda05aed4,0,1,2,387,0.008651
415,415,,0x87c308b70ad9eacbef0cb43514a104684edb8a5d,0,4,1,390,0.008651
416,416,,0xf5913759b449fae8900d61f7116d451d200c60f7,0,5,2,383,0.001301
417,417,,0x3d5fb2963739974207f4829d37795803d543f05a,0,1,0,384,0.001301
418,418,,0xd7fe300587d41ed0e8b6a2bed5a1b2bb4fcdad9e,0,1,2,175,0.002424
419,419,,0x2bc1fed4c65c9b1dc2baaff2f3198acc42c41778,0,3,2,385,0.001301
420,420,,0xc3be023a8cf8f47cd29245f894e217e08007ca7a,0,1,4,388,0.006961
421,421,,0x4abe45a46ff4be05545684ab7aa1894628d9dca6,0,1,3,175,0.002858
422,422,,0x75367b63d715279b4f47b32bb77de80b067a6b66,0,7,7,386,0.005052
423,423,,0x774d556f7c2cae79f28a35b8e1f57371df8b8bca,0,43,67,382,0.04109
424,424,,0x0031ce5920cbe1e600113d14ca06ac6596fe7466,0,13,10,175,0.00726
425,425,,0xf29d9bc8b46b2ff26867bed73ba2def0e160bbff,0,6,3,382,0.001923
426,426,,0xa7d862394234c3480a1f3f278fa710e1a0d2d728,0,18,13,386,0.006334
427,427,,0x21639a426a07498c4e7157ba909f92da2d57ce87,0,1,4,175,0.00354
428,428,,0x84740f97aea62c5dc36756dfd9f749412534220e,0,2,4,387,0.008651
429,429,,0x21af5166e41dc3371d062131af9d6a25e0f5c7d1,0,3,8,388,0.008741
430,430,,0xae5fb390e5c4fa1962e39e98dbfb0ed8055ed7a9,0,6,14,175,0.009672
431,431,,0xd377b7a9e76fc735ad1a579254ac7dd35f8978dc,0,1,0,389,0.001301
432,432,,0x2b4cd93f38cd42b19a999853ad0f0013e9a73474,0,7,1,252,0.002227
433,433,,0xe5b49414b2e130c28a4e67ab6fe34acdc0d4bedf,0,1,1,390,0.008651
434,434,,0x097468dc04cbbb63cb0a3e28d3d9906471d6ebf0,0,8,2,391,0.001301
435,435,,0x95fd1628e15e4ead16e4f85cc1e4e8c58d8bc34c,0,1,2,382,0.002474
436,436,,0xa8955de482b5e8cd340600fd8e7c5b802dc82b56,0,1,3,388,0.005612
437,437,,0x26358e62c2eded350e311bfde51588b8383a9315,0,5,3,252,0.001945
438,438,,0x7b2e78d4dfaaba045a167a70da285e30e8fca196,0,1,1,382,0.001954
439,439,,0xf86eb5215f14af0ec2708653dc8a7c6714648eb1,0,2,1,382,0.001954
440,440,,0x0ebe6da02f0dbda532e841dedec796b6548481b2,0,1,0,392,0.001301
